PARM_EVALUATE_SLIDE	PARM_FILTER_MIN_DAPI_RNDtoRND_CORR	PARM_NORM_METHOD	PARM_SEG_OBJ_NAME	PARM_NORMALIZE_EVALUATE_PIPELINE	PARM_EVAL_SEG_OBJ_NAME	PARM_EVALUATE_POSITION	PARM_RUN	PARM_EVAL_DAPI_RNDS	PARM_FILTER_MIN_DAPI_INTENSITY	PARM_FILTER_MIN_OBJ_AREA	PARM_FILTER_MAX_OBJ_AREA	PARM_EVAL_SEG_OBJ	PARM_EVAL_MIN_DAPI_RNDtoRND_CORR	PARM_EVAL_MIN_DAPI_INTENSITY	PARM_EVAL_MIN_OBJ_AREA	PARM_EVAL_MAX_OBJ_AREA
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG007:RG015	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG007:RG015	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG007:RG015	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG007:RG015	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG007:RG015	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG007:RG015	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG007:RG015	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG007:RG015	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG007:RG015	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG015	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG015	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG015	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG015	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG015	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG015	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG015	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG015	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG015	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG015	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG017	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG017	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG017	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG017	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG017	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG017	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG017	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG017	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG017	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG017	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG005:RG007:RG008	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG005:RG007:RG008	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG005:RG007:RG008	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG005:RG007:RG008	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG005:RG007:RG008	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG005:RG007:RG008	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG005:RG007:RG008	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG005:RG007:RG008	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG005:RG007:RG008	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG005:RG007:RG008	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG010:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG010:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG010:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG010:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG010:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG010:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG010:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG010:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG010:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG010:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG010:RG012	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG010:RG012	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG010:RG012	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG010:RG012	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG010:RG012	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG010:RG012	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG010:RG012	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG010:RG012	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG010:RG012	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG010:RG012	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG015:RG022	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG015:RG022	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG015:RG022	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG015:RG022	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG015:RG022	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG015:RG022	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG015:RG022	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG015:RG022	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG015:RG022	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG015:RG022	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG014:RG021	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG014:RG021	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG014:RG021	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG014:RG021	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG014:RG021	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG014:RG021	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG014:RG021	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG014:RG021	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG014:RG021	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG008:RG014:RG021	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG005:RG010:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG005:RG010:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG005:RG010:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG005:RG010:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG005:RG010:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG005:RG010:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG005:RG010:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG005:RG010:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG005:RG010:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG005:RG010:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG014:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG014:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG014:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG014:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG014:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG014:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG014:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG014:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG014:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG003:RG014:RG024	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG005:RG007:RG012	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG005:RG007:RG012	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG005:RG007:RG012	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG005:RG007:RG012	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG005:RG007:RG012	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG005:RG007:RG012	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG005:RG007:RG012	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG005:RG007:RG012	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG005:RG007:RG012	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG005:RG007:RG012	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG010:RG014:RG021	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG010:RG014:RG021	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG010:RG014:RG021	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG010:RG014:RG021	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG010:RG014:RG021	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG010:RG014:RG021	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG010:RG014:RG021	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG010:RG014:RG021	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG010:RG014:RG021	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG010:RG014:RG021	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG007:RG015:RG018	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG007:RG015:RG018	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG007:RG015:RG018	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG007:RG015:RG018	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG007:RG015:RG018	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG007:RG015:RG018	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG007:RG015:RG018	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG007:RG015:RG018	1	1	1.00E+38	TRUE	90	1	85	471
S18030274	0	TMM	Grid2560	NORMALIZE_10_FOVS_EVALUATE_ALL_FOVS	NucleiSCA	NA	TRUE	RG007:RG015:RG018	1	1	1.00E+38	TRUE	90	1	85	471
